objID,plate,mjd,fiberID,class,subClass,redshift,redshiftError,velocityDispersion,velocityDispersionError,spectrum_fits_url
1.27463E+19,11321,58425,27,QSO,BROADLINE,1.726411,0.000318074,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0027.fits
1.27463E+19,11321,58425,28,QSO,,2.034577,0.000126252,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0028.fits
1.27463E+19,11321,58425,32,QSO,BROADLINE,0.9896973,0.000197562,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0032.fits
1.27463E+19,11321,58425,38,QSO,BROADLINE,2.32088,0.000228926,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0038.fits
1.27463E+19,11321,58425,39,QSO,,2.029318,0.000401812,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0039.fits
1.27463E+19,11321,58425,40,QSO,,1.898258,0.001229294,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0040.fits
1.27463E+19,11321,58425,41,QSO,BROADLINE,0.6162742,6.32E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0041.fits
1.27463E+19,11321,58425,42,QSO,BROADLINE,1.921991,0.0006411,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0042.fits
1.27463E+19,11321,58425,43,QSO,,1.983251,0.001333088,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0043.fits
1.27463E+19,11321,58425,44,QSO,,1.838085,0.000952436,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/11321/spec-11321-58425-0044.fits
3.49594E+18,3105,54825,72,QSO,BROADLINE,2.076236,0.000235266,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/3105/spec-3105-54825-0072.fits
3.49595E+18,3105,54825,94,QSO,BROADLINE,2.433055,0.00050155,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/3105/spec-3105-54825-0094.fits
1.34886E+18,1198,52669,131,QSO,BROADLINE,0.4950398,8.34E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1198/spec-1198-52669-0131.fits
1.34887E+18,1198,52669,166,QSO,BROADLINE,1.677233,0.000798679,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1198/spec-1198-52669-0166.fits
1.34888E+18,1198,52669,182,QSO,BROADLINE,0.6075207,0.000165512,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1198/spec-1198-52669-0182.fits
1.34888E+18,1198,52669,185,QSO,STARBURST BROADLINE,0.2477563,7.29E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/1198/spec-1198-52669-0185.fits
1.07548E+19,9552,57814,593,QSO,BROADLINE,0.3860221,4.05E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0593.fits
1.07548E+19,9552,57814,598,QSO,BROADLINE,0.7673081,0.000213375,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0598.fits
1.07548E+19,9552,57814,600,QSO,BROADLINE,1.377556,0.000152359,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0600.fits
1.07548E+19,9552,57814,615,QSO,BROADLINE,1.539743,0.000247599,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0615.fits
1.07548E+19,9552,57814,617,QSO,,3.134073,0.000787364,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0617.fits
1.07548E+19,9552,57814,622,QSO,BROADLINE,1.698721,0.000230379,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0622.fits
1.07548E+19,9552,57814,637,QSO,,1.019014,0.000451613,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0637.fits
1.07548E+19,9552,57814,645,QSO,BROADLINE,1.646817,0.0004173,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0645.fits
1.07548E+19,9552,57814,653,QSO,BROADLINE,1.631567,0.000391192,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/9552/spec-9552-57814-0653.fits
3.81238E+18,3386,54952,301,QSO,BROADLINE,1.569767,0.000416952,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/3386/spec-3386-54952-0301.fits
3.0919E+18,2746,54232,633,QSO,STARBURST BROADLINE,0.05523665,2.51E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2746/spec-2746-54232-0633.fits
3.09285E+18,2747,54233,12,QSO,BROADLINE,0.8057231,0.000183885,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2747/spec-2747-54233-0012.fits
3.09285E+18,2747,54233,19,QSO,BROADLINE,0.3236855,3.27E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2747/spec-2747-54233-0019.fits
3.09285E+18,2747,54233,21,QSO,BROADLINE,0.1477536,6.37E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2747/spec-2747-54233-0021.fits
3.09286E+18,2747,54233,42,QSO,BROADLINE,1.690546,0.000282183,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2747/spec-2747-54233-0042.fits
3.09286E+18,2747,54233,45,QSO,STARBURST BROADLINE,0.07711595,3.23E-05,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/2747/spec-2747-54233-0045.fits
1.20755E+19,10725,58250,976,QSO,BROADLINE,1.774445,0.000558404,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10725/spec-10725-58250-0976.fits
1.20755E+19,10725,58250,978,QSO,BROADLINE,1.599787,0.00055138,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10725/spec-10725-58250-0978.fits
1.20755E+19,10725,58250,989,QSO,,1.035488,0.000733821,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10725/spec-10725-58250-0989.fits
1.20755E+19,10725,58250,990,QSO,,2.09581,0.001233094,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10725/spec-10725-58250-0990.fits
1.20756E+19,10725,58250,1000,QSO,,0.8194378,0.000308382,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10725/spec-10725-58250-1000.fits
1.20764E+19,10726,58199,3,QSO,BROADLINE,2.338822,0.000455439,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0003.fits
1.20764E+19,10726,58199,10,QSO,BROADLINE,1.41156,0.000514266,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0010.fits
1.20764E+19,10726,58199,11,QSO,BROADLINE,1.605407,0.000972154,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0011.fits
1.20764E+19,10726,58199,13,QSO,BROADLINE,2.078168,0.000225517,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0013.fits
1.20764E+19,10726,58199,18,QSO,BROADLINE,1.305232,0.000389113,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0018.fits
1.20764E+19,10726,58199,19,QSO,,1.207406,0.000585659,0,0,https://data.sdss.org/sas/dr18/spectro/sdss/redux/v5_13_2/spectra/lite/10726/spec-10726-58199-0019.fits
